800.00	0.001
799.00	0.001
798.00	0.001
797.00	0.000
796.00	0.000
795.00	0.000
794.00	0.000
793.00	0.000
792.00	0.000
791.00	0.000
790.00	0.000
789.00	0.000
788.00	0.000
787.00	0.000
786.00	0.000
785.00	0.000
784.00	0.000
783.00	0.000
782.00	0.000
781.00	0.000
780.00	0.000
779.00	0.000
778.00	0.001
777.00	0.001
776.00	0.001
775.00	0.001
774.00	0.001
773.00	0.001
772.00	0.001
771.00	0.001
770.00	0.001
769.00	0.001
768.00	0.001
767.00	0.000
766.00	0.000
765.00	0.000
764.00	0.000
763.00	0.000
762.00	0.000
761.00	0.000
728.00	0.000
727.00	0.000
726.00	0.000
725.00	0.000
724.00	0.001
723.00	0.001
722.00	0.001
721.00	0.001
720.00	0.001
719.00	0.001
718.00	0.001
717.00	0.001
716.00	0.000
715.00	0.000
714.00	0.000
713.00	0.000
712.00	0.001
711.00	0.001
710.00	0.001
709.00	0.001
708.00	0.001
707.00	0.001
706.00	0.001
705.00	0.001
704.00	0.001
703.00	0.001
702.00	0.001
701.00	0.000
700.00	0.000
699.00	0.000
698.00	0.000
697.00	0.000
696.00	0.000
695.00	0.000
694.00	0.000
693.00	0.000
692.00	0.000
691.00	0.001
690.00	0.001
689.00	0.001
688.00	0.001
687.00	0.001
686.00	0.001
685.00	0.001
684.00	0.001
683.00	0.001
682.00	0.001
681.00	0.001
680.00	0.002
679.00	0.001
678.00	0.001
677.00	0.001
676.00	0.001
675.00	0.001
674.00	0.002
673.00	0.002
672.00	0.002
671.00	0.002
670.00	0.002
669.00	0.002
668.00	0.002
667.00	0.003
666.00	0.003
665.00	0.003
664.00	0.003
663.00	0.003
662.00	0.003
661.00	0.003
660.00	0.003
659.00	0.004
658.00	0.004
657.00	0.005
656.00	0.005
655.00	0.005
654.00	0.005
653.00	0.005
652.00	0.006
651.00	0.006
650.00	0.006
649.00	0.007
648.00	0.007
647.00	0.007
646.00	0.008
645.00	0.008
644.00	0.009
643.00	0.009
642.00	0.010
641.00	0.010
640.00	0.010
639.00	0.011
638.00	0.011
637.00	0.012
636.00	0.013
635.00	0.014
634.00	0.014
633.00	0.015
632.00	0.016
631.00	0.016
630.00	0.017
629.00	0.018
628.00	0.019
627.00	0.020
626.00	0.021
625.00	0.022
624.00	0.023
623.00	0.023
622.00	0.024
621.00	0.025
620.00	0.026
619.00	0.027
618.00	0.029
617.00	0.030
616.00	0.031
615.00	0.033
614.00	0.034
613.00	0.035
612.00	0.036
611.00	0.037
610.00	0.039
609.00	0.040
608.00	0.042
607.00	0.043
606.00	0.045
605.00	0.046
604.00	0.048
603.00	0.049
602.00	0.051
601.00	0.053
600.00	0.055
599.00	0.057
598.00	0.059
597.00	0.061
596.00	0.062
595.00	0.064
594.00	0.065
593.00	0.067
592.00	0.069
591.00	0.071
590.00	0.073
589.00	0.074
588.00	0.076
587.00	0.078
586.00	0.080
585.00	0.082
584.00	0.084
583.00	0.086
582.00	0.088
581.00	0.090
580.00	0.092
579.00	0.093
578.00	0.095
577.00	0.098
576.00	0.100
575.00	0.102
574.00	0.104
573.00	0.105
572.00	0.106
571.00	0.108
570.00	0.110
569.00	0.111
568.00	0.113
567.00	0.115
566.00	0.117
565.00	0.118
564.00	0.120
563.00	0.121
562.00	0.123
561.00	0.124
560.00	0.126
559.00	0.127
558.00	0.128
557.00	0.130
556.00	0.131
555.00	0.132
554.00	0.133
553.00	0.134
552.00	0.136
551.00	0.137
550.00	0.138
549.00	0.139
548.00	0.140
547.00	0.140
546.00	0.141
545.00	0.142
544.00	0.142
543.00	0.143
542.00	0.143
541.00	0.144
540.00	0.144
539.00	0.145
538.00	0.145
537.00	0.146
536.00	0.146
535.00	0.146
534.00	0.146
533.00	0.146
532.00	0.147
531.00	0.147
530.00	0.147
529.00	0.148
528.00	0.148
527.00	0.148
526.00	0.148
525.00	0.147
524.00	0.147
523.00	0.147
522.00	0.146
521.00	0.146
520.00	0.146
519.00	0.145
518.00	0.145
517.00	0.145
516.00	0.144
515.00	0.144
514.00	0.143
513.00	0.143
512.00	0.142
511.00	0.142
510.00	0.142
509.00	0.141
508.00	0.141
507.00	0.141
506.00	0.140
505.00	0.139
504.00	0.139
503.00	0.138
502.00	0.137
501.00	0.137
500.00	0.136
499.00	0.136
498.00	0.135
497.00	0.134
496.00	0.134
495.00	0.133
494.00	0.133
493.00	0.132
492.00	0.132
491.00	0.131
490.00	0.130
489.00	0.130
488.00	0.129
487.00	0.128
486.00	0.128
485.00	0.128
484.00	0.127
483.00	0.127
482.00	0.126
481.00	0.125
480.00	0.125
479.00	0.124
478.00	0.124
477.00	0.124
476.00	0.124
475.00	0.123
474.00	0.123
473.00	0.123
472.00	0.123
471.00	0.123
470.00	0.123
469.00	0.123
468.00	0.123
467.00	0.123
466.00	0.123
465.00	0.123
464.00	0.124
463.00	0.125
462.00	0.125
461.00	0.126
460.00	0.126
459.00	0.127
458.00	0.129
457.00	0.130
456.00	0.132
455.00	0.134
454.00	0.136
453.00	0.137
452.00	0.139
451.00	0.141
450.00	0.144
449.00	0.147
448.00	0.150
447.00	0.153
446.00	0.156
445.00	0.159
444.00	0.162
443.00	0.165
442.00	0.169
441.00	0.173
440.00	0.178
439.00	0.182
438.00	0.186
437.00	0.190
436.00	0.193
435.00	0.198
434.00	0.203
433.00	0.208
432.00	0.213
431.00	0.218
430.00	0.223
429.00	0.227
428.00	0.232
427.00	0.237
426.00	0.242
425.00	0.248
424.00	0.254
423.00	0.260
422.00	0.265
421.00	0.269
420.00	0.274
419.00	0.279
418.00	0.284
417.00	0.290
416.00	0.296
415.00	0.301
414.00	0.306
413.00	0.310
412.00	0.314
411.00	0.319
410.00	0.324
409.00	0.329
408.00	0.334
407.00	0.339
406.00	0.343
405.00	0.346
404.00	0.349
403.00	0.352
402.00	0.355
401.00	0.358
400.00	0.360
399.00	0.363
398.00	0.365
397.00	0.366
396.00	0.367
395.00	0.369
394.00	0.370
393.00	0.371
392.00	0.372
391.00	0.373
390.00	0.373
389.00	0.373
388.00	0.373
387.00	0.373
386.00	0.373
385.00	0.372
384.00	0.371
383.00	0.371
382.00	0.370
381.00	0.369
380.00	0.368
379.00	0.367
378.00	0.366
377.00	0.365
376.00	0.364
375.00	0.363
374.00	0.362
373.00	0.362
372.00	0.362
371.00	0.362
370.00	0.363
369.00	0.364
368.00	0.365
367.00	0.366
366.00	0.368
365.00	0.370
364.00	0.374
363.00	0.378
362.00	0.384
361.00	0.390
360.00	0.397
359.00	0.404
358.00	0.411
357.00	0.418
356.00	0.425
355.00	0.433
354.00	0.443
353.00	0.453
352.00	0.463
351.00	0.473
350.00	0.483
349.00	0.492
348.00	0.501
347.00	0.511
346.00	0.522
345.00	0.533
344.00	0.544
343.00	0.554
342.00	0.563
341.00	0.572
340.00	0.580
339.00	0.587
338.00	0.594
337.00	0.601
336.00	0.606
335.00	0.611
334.00	0.615
333.00	0.618
332.00	0.620
331.00	0.622
330.00	0.622
329.00	0.621
328.00	0.618
327.00	0.615
326.00	0.611
325.00	0.606
324.00	0.601
323.00	0.596
322.00	0.590
321.00	0.584
320.00	0.575
319.00	0.566
318.00	0.557
317.00	0.548
316.00	0.538
315.00	0.530
314.00	0.522
313.00	0.514
312.00	0.505
311.00	0.496
310.00	0.488
309.00	0.480
308.00	0.473
307.00	0.467
306.00	0.462
305.00	0.458
304.00	0.455
303.00	0.453
