3996.30929	1.00218
3994.38057	1.00218
3992.45185	1.00218
3990.52313	1.00218
3988.59441	1.00218
3986.66569	1.00218
3984.73697	1.00218
3982.80825	1.00218
3980.87953	1.00218
3978.95081	1.00218
3977.02209	1.00218
3975.09337	1.00211
3973.16465	1.00202
3971.23593	1.00189
3969.30720	1.00175
3967.37848	1.00163
3965.44976	1.00154
3963.52104	1.00144
3961.59232	1.00132
3959.66360	1.00112
3957.73488	1.00078
3955.80616	1.00040
3953.87744	1.00011
3951.94872	0.99990
3950.02000	0.99968
3948.09128	0.99943
3946.16256	0.99920
3944.23384	0.99905
3942.30511	0.99892
3940.37639	0.99876
3938.44767	0.99863
3936.51895	0.99859
3934.59023	0.99860
3932.66151	0.99860
3930.73279	0.99865
3928.80407	0.99876
3926.87535	0.99886
3924.94663	0.99896
3923.01791	0.99905
3921.08919	0.99905
3919.16047	0.99904
3917.23175	0.99909
3915.30302	0.99915
3913.37430	0.99913
3911.44558	0.99906
3909.51686	0.99894
3907.58814	0.99879
3905.65942	0.99866
3903.73070	0.99852
3901.80198	0.99833
3899.87326	0.99824
3897.94454	0.99821
3896.01582	0.99807
3894.08710	0.99781
3892.15838	0.99752
3890.22966	0.99731
3888.30094	0.99720
3886.37221	0.99711
3884.44349	0.99701
3882.51477	0.99689
3880.58605	0.99675
3878.65733	0.99652
3876.72861	0.99611
3874.79989	0.99572
3872.87117	0.99565
3870.94245	0.99581
3869.01373	0.99597
3867.08501	0.99614
3865.15629	0.99631
3863.22757	0.99645
3861.29885	0.99659
3859.37012	0.99667
3857.44140	0.99671
3855.51268	0.99675
3853.58396	0.99674
3851.65524	0.99674
3849.72652	0.99675
3847.79780	0.99671
3845.86908	0.99665
3843.94036	0.99655
3842.01164	0.99639
3840.08292	0.99620
3838.15420	0.99600
3836.22548	0.99600
3834.29676	0.99633
3832.36803	0.99666
3830.43931	0.99679
3828.51059	0.99687
3826.58187	0.99701
3824.65315	0.99713
3822.72443	0.99717
3820.79571	0.99731
3818.86699	0.99752
3816.93827	0.99760
3815.00955	0.99757
3813.08083	0.99756
3811.15211	0.99755
3809.22339	0.99752
3807.29467	0.99746
3805.36594	0.99740
3803.43722	0.99736
3801.50850	0.99732
3799.57978	0.99723
3797.65106	0.99722
3795.72234	0.99724
3793.79362	0.99718
3791.86490	0.99710
3789.93618	0.99714
3788.00746	0.99727
3786.07874	0.99736
3784.15002	0.99745
3782.22130	0.99758
3780.29258	0.99766
3778.36386	0.99770
3776.43513	0.99772
3774.50641	0.99764
3772.57769	0.99751
3770.64897	0.99751
3768.72025	0.99756
3766.79153	0.99750
3764.86281	0.99743
3762.93409	0.99752
3761.00537	0.99762
3759.07665	0.99756
3757.14793	0.99743
3755.21921	0.99736
3753.29049	0.99738
3751.36177	0.99745
3749.43304	0.99747
3747.50432	0.99741
3745.57560	0.99732
3743.64688	0.99721
3741.71816	0.99708
